query	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
ZymoMock_1617200	Bacillus_subtilis	99.778	450	0	1	1	449	794	345	0	824
ZymoMock_1617213	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1617195	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1617415	Escherichia_coli	99.546	441	2	0	6	446	798	358	0	804
ZymoMock_1617462	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1617624	Salmonella_enterica	98.601	429	6	0	1	429	781	353	0	760
ZymoMock_1617806	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1617842	Bacillus_subtilis	98	450	9	0	1	450	794	345	0	782
ZymoMock_1617954	Escherichia_coli	99.301	429	3	0	1	429	786	358	0	776
ZymoMock_1618007	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1618026	Enterococcus_faecalis	99.563	458	2	0	15	472	811	354	0	835
ZymoMock_1618040	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1618224	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1618297	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1618308	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1618533	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1618589	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1618592	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1618597	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1618645	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1618663	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1618777	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1618846	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1618835	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_1618860	Escherichia_coli	100	429	0	0	1	429	786	358	0	793
ZymoMock_1618853	Listeria_monocytogenes	100	428	0	0	1	428	794	367	0	791
ZymoMock_1618894	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1618921	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1618983	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1618997	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1619014	Listeria_monocytogenes	98.601	429	6	0	1	429	794	366	0	760
ZymoMock_1619045	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_1619029	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1619179	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1619449	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1619457	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1619472	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1619484	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1619481	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1619587	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1619738	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1619752	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_1619836	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1619880	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_1619931	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_1619994	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_1619993	Lactobacillus_fermentum	99.767	429	1	0	1	429	812	384	0	787
ZymoMock_1620014	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1620052	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1620091	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_1620138	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1620128	Bacillus_subtilis	96.512	430	15	0	1	430	794	365	0	712
ZymoMock_1620243	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1620461	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1620741	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1620887	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1620944	Pseudomonas_aeruginosa	99.068	429	4	0	1	429	771	343	0	771
ZymoMock_1621226	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1621483	Salmonella_enterica	99.534	429	2	0	1	429	781	353	0	782
ZymoMock_1621598	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1621605	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1621705	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1621921	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1622139	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1622173	Enterococcus_faecalis	99.332	449	3	0	1	449	802	354	0	813
ZymoMock_1622314	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1622343	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1622391	Staphylococcus_aureus	99.773	440	1	0	13	452	805	366	0	808
ZymoMock_1622454	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_1622585	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1622646	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1622750	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1622853	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_1622995	Bacillus_subtilis	99.299	428	3	0	1	428	794	367	0	774
ZymoMock_1623044	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1623066	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1623092	Escherichia_coli	99.556	450	2	0	1	450	786	337	0	821
ZymoMock_1623241	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1623301	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1623395	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_1623596	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_1623620	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1623803	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1623898	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1624157	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1624197	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1624286	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1624401	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1624660	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1624647	Staphylococcus_aureus	99.332	449	3	0	1	449	794	346	0	813
ZymoMock_1624826	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1624841	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1625028	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1625038	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1625085	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1625190	Listeria_monocytogenes	98.126	427	8	0	1	427	794	368	0	745
ZymoMock_1625276	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1625394	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1625447	Listeria_monocytogenes	97.763	447	10	0	1	447	814	368	0	771
ZymoMock_1625476	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1625472	Escherichia_coli	100	429	0	0	1	429	786	358	0	793
ZymoMock_1625480	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1625484	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1625750	Bacillus_subtilis	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1625824	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_1626160	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1626205	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_1626371	Bacillus_subtilis	98.605	430	6	0	1	430	794	365	0	761
ZymoMock_1626373	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1626378	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1626431	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1626743	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1626969	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1627083	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1627266	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1627397	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1627451	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1627476	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1627540	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1627646	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1627676	Listeria_monocytogenes	99.301	429	2	1	1	428	794	366	0	774
ZymoMock_1627686	Enterococcus_faecalis	99.109	449	4	0	1	449	802	354	0	808
ZymoMock_1627689	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1627908	Bacillus_subtilis	98.605	430	6	0	1	430	794	365	0	761
ZymoMock_1628210	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1628225	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1628275	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1628397	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1628442	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1628516	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1628520	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1628863	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1628944	Salmonella_enterica	98.601	429	6	0	1	429	781	353	0	760
ZymoMock_1629030	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1629188	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1629271	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1629670	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1629784	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1629911	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1630259	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1630545	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1630562	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1630568	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_1630661	Lactobacillus_fermentum	99.068	429	4	0	1	429	812	384	0	771
ZymoMock_1630737	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1630942	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1631084	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_1631101	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1631123	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1631227	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1631303	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1631306	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_1631320	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1631338	Bacillus_subtilis	99.111	450	3	1	1	449	794	345	0	808
ZymoMock_1631387	Listeria_monocytogenes	99.332	449	2	1	1	448	814	366	0	811
ZymoMock_1631425	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1631427	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1631491	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1631562	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1631668	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1631994	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1632256	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1632349	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1632387	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1632581	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1632588	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1632591	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1632794	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1632857	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1632909	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1633067	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1633111	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1633129	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1633175	Lactobacillus_fermentum	99.301	429	3	0	1	429	812	384	0	776
ZymoMock_1633343	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1633599	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1633782	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1633810	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1633854	Enterococcus_faecalis	99.301	429	3	0	1	429	802	374	0	776
ZymoMock_1634022	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1634482	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1634498	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_1634615	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1634787	Escherichia_coli	98.664	449	6	0	1	449	806	358	0	797
ZymoMock_1634841	Escherichia_coli	99.534	429	2	0	1	429	786	358	0	782
ZymoMock_1635002	Lactobacillus_fermentum	99.534	429	2	0	1	429	812	384	0	782
ZymoMock_1635008	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1635075	Lactobacillus_fermentum	99.554	448	2	0	1	448	812	365	0	817
ZymoMock_1635151	Salmonella_enterica	100	429	0	0	1	429	781	353	0	793
ZymoMock_1635161	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1635178	Salmonella_enterica	100	429	0	0	1	429	781	353	0	793
ZymoMock_1635232	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1635829	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1635870	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1635885	Enterococcus_faecalis	99.534	429	2	0	1	429	802	374	0	782
ZymoMock_1636230	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1636447	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1636471	Listeria_monocytogenes	98.372	430	5	2	1	429	794	366	0	754
ZymoMock_1636478	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1636554	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1636568	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1636604	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1636747	Pseudomonas_aeruginosa	99.767	429	1	0	1	429	771	343	0	787
ZymoMock_1636865	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1636887	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1637319	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1637482	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1637491	Staphylococcus_aureus	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_1637513	Bacillus_subtilis	99.111	450	4	0	1	450	794	345	0	809
ZymoMock_1637620	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1637665	Listeria_monocytogenes	99.068	429	4	0	1	429	794	366	0	771
ZymoMock_1637832	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_1637943	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1637966	Staphylococcus_aureus	99.333	450	2	1	1	450	814	366	0	813
ZymoMock_1638262	Pseudomonas_aeruginosa	99.767	429	1	0	1	429	771	343	0	787
ZymoMock_1638298	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1638322	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1638722	Staphylococcus_aureus	97.773	449	10	0	1	449	794	346	0	774
ZymoMock_1638806	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1638915	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1638989	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_1639117	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1639187	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1639240	Salmonella_enterica	98.834	429	5	0	1	429	781	353	0	765
ZymoMock_1639836	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1639932	Salmonella_enterica	99.068	429	4	0	1	429	781	353	0	771
ZymoMock_1640019	Escherichia_coli	99.068	429	4	0	1	429	786	358	0	771
ZymoMock_1640134	Lactobacillus_fermentum	98.834	429	5	0	1	429	812	384	0	765
ZymoMock_1640266	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1640301	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1640358	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1640567	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1640641	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1641001	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1641367	Lactobacillus_fermentum	99.301	429	3	0	1	429	812	384	0	776
ZymoMock_1641495	Listeria_monocytogenes	96.214	449	17	0	1	449	814	366	0	736
ZymoMock_1641754	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1641763	Staphylococcus_aureus	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1641779	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1641813	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1641866	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1641915	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1642001	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1642121	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_1642127	Pseudomonas_aeruginosa	100	429	0	0	1	429	771	343	0	793
ZymoMock_1642155	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1642232	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1642386	Salmonella_enterica	98.601	429	6	0	1	429	781	353	0	760
ZymoMock_1642504	Enterococcus_faecalis	99.767	429	1	0	1	429	802	374	0	787
ZymoMock_1642676	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1642686	Listeria_monocytogenes	99.555	449	2	0	1	449	794	346	0	819
ZymoMock_1642718	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1642808	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1643087	Escherichia_coli	99.777	449	1	0	1	449	786	338	0	824
ZymoMock_1643161	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1643481	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1643598	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1643624	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1643841	Listeria_monocytogenes	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1643997	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1644120	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1644463	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1644550	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
ZymoMock_1644569	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1644734	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1644955	Bacillus_subtilis	99.07	430	4	0	1	430	794	365	0	773
ZymoMock_1644986	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1644991	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1645164	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1645281	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1645365	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1645506	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1645529	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1645712	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1645887	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1646125	Bacillus_subtilis	99.535	430	2	0	1	430	794	365	0	784
ZymoMock_1646156	Lactobacillus_fermentum	99.534	429	2	0	1	429	812	384	0	782
ZymoMock_1646477	Salmonella_enterica	99.301	429	3	0	1	429	781	353	0	776
ZymoMock_1646685	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1646900	Bacillus_subtilis	98.667	450	6	0	1	450	794	345	0	798
ZymoMock_1646946	Lactobacillus_fermentum	94.872	429	22	0	1	429	812	384	0	671
ZymoMock_1647030	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1647159	Enterococcus_faecalis	98.834	429	5	0	1	429	802	374	0	765
ZymoMock_1647324	Lactobacillus_fermentum	97.902	429	9	0	1	429	812	384	0	743
ZymoMock_1647329	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1647473	Lactobacillus_fermentum	99.767	429	1	0	1	429	812	384	0	787
ZymoMock_1647479	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1647457	Staphylococcus_aureus	99.777	449	0	1	1	448	794	346	0	822
ZymoMock_1647495	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1647688	Staphylococcus_aureus	97.773	449	10	0	1	449	814	366	0	774
ZymoMock_1647870	Bacillus_subtilis	99.111	450	3	1	1	449	794	345	0	808
ZymoMock_1647886	Salmonella_enterica	98.135	429	8	0	1	429	781	353	0	749
ZymoMock_1647943	Staphylococcus_aureus	99.534	429	2	0	1	429	794	366	0	782
ZymoMock_1647954	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1648169	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1648203	Staphylococcus_aureus	99.555	449	2	0	1	449	814	366	0	819
ZymoMock_1648313	Bacillus_subtilis	100	430	0	0	1	430	794	365	0	795
ZymoMock_1648396	Staphylococcus_aureus	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1648479	Pseudomonas_aeruginosa	99.068	429	4	0	1	429	771	343	0	771
ZymoMock_1648614	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1648649	Staphylococcus_aureus	100	429	0	0	1	429	794	366	0	793
ZymoMock_1648749	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1648944	Listeria_monocytogenes	99.767	429	1	0	1	429	794	366	0	787
ZymoMock_1648969	Escherichia_coli	99.767	429	1	0	1	429	786	358	0	787
ZymoMock_1649328	Bacillus_subtilis	99.302	430	3	0	1	430	794	365	0	778
ZymoMock_1649378	Salmonella_enterica	99.068	429	4	0	1	429	781	353	0	771
ZymoMock_1649556	Listeria_monocytogenes	99.301	429	3	0	1	429	794	366	0	776
ZymoMock_1649636	Salmonella_enterica	99.767	429	1	0	1	429	781	353	0	787
ZymoMock_1649651	Listeria_monocytogenes	100	429	0	0	1	429	794	366	0	793
ZymoMock_1649780	Pseudomonas_aeruginosa	99.534	429	2	0	1	429	771	343	0	782
ZymoMock_1649779	Salmonella_enterica	99.109	449	4	0	1	449	781	333	0	808
ZymoMock_1650204	Lactobacillus_fermentum	99.068	429	4	0	1	429	812	384	0	771
ZymoMock_1650223	Enterococcus_faecalis	100	429	0	0	1	429	802	374	0	793
ZymoMock_1650331	Lactobacillus_fermentum	98.135	429	8	0	1	429	812	384	0	749
ZymoMock_1650506	Enterococcus_faecalis	99.068	429	4	0	1	429	802	374	0	771
ZymoMock_1650636	Bacillus_subtilis	99.767	430	1	0	1	430	794	365	0	789
